proteinId	go_term_id	go_term_type	go_name	go_acc
1979763	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1979763	3736	molecular_function	ATP binding	GO:0005524
1979763	3043	molecular_function	protein kinase activity	GO:0004672
1979763	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1979882	25163	molecular_function	peroxiredoxin activity	GO:0051920
1979882	9710	molecular_function	oxidoreductase activity	GO:0016491
1979909	9321	cellular_component	integral to membrane	GO:0016021
1979909	3032	molecular_function	prenyltransferase activity	GO:0004659
1979946	9710	molecular_function	oxidoreductase activity	GO:0016491
1979946	5830	biological_process	metabolic process	GO:0008152
1979959	9710	molecular_function	oxidoreductase activity	GO:0016491
1979959	5830	biological_process	metabolic process	GO:0008152
1980002	3736	molecular_function	ATP binding	GO:0005524
1980201	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
1980201	3737	molecular_function	GTP binding	GO:0005525
1980201	3827	cellular_component	intracellular	GO:0005622
1980201	8400	biological_process	protein transport	GO:0015031
1980358	4851	biological_process	aromatic compound metabolic process	GO:0006725
1980358	4283	biological_process	electron transport	GO:0006118
1980358	2888	molecular_function	monooxygenase activity	GO:0004497
1980489	2687	molecular_function	cerevisin activity	GO:0004262
1980489	18579	biological_process	negative regulation of catalytic activity	GO:0043086
1980489	18306	molecular_function	identical protein binding	GO:0042802
1980489	2700	molecular_function	subtilase activity	GO:0004289
1980576	2362	molecular_function	DNA-(apurinic or apyrimidinic site) lyase activity	GO:0003906
1980576	4440	biological_process	DNA repair	GO:0006281
1980576	2909	molecular_function	nuclease activity	GO:0004518
1980580	5113	biological_process	microtubule-based movement	GO:0007018
1980580	4051	cellular_component	microtubule associated complex	GO:0005875
1980580	3736	molecular_function	ATP binding	GO:0005524
1980580	2244	molecular_function	microtubule motor activity	GO:0003777
1980598	4556	biological_process	translation	GO:0006412
1980598	4025	cellular_component	ribosome	GO:0005840
1980598	3827	cellular_component	intracellular	GO:0005622
1980598	2227	molecular_function	structural constituent of ribosome	GO:0003735
1980687	19940	molecular_function	trichodiene synthase activity	GO:0045482
1980700	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1980700	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1980700	3838	cellular_component	nucleus	GO:0005634
1980700	2196	molecular_function	transcription factor activity	GO:0003700
1980719	3736	molecular_function	ATP binding	GO:0005524
1980719	2176	molecular_function	DNA binding	GO:0003677
1980719	2792	molecular_function	helicase activity	GO:0004386
1980719	2175	molecular_function	nucleic acid binding	GO:0003676
1980794	2584	molecular_function	dihydrofolate reductase activity	GO:0004146
1980883	2330	molecular_function	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	GO:0003864
1980883	9246	biological_process	pantothenate biosynthetic process	GO:0015940
1980883	2290	molecular_function	catalytic activity	GO:0003824
1980904	13392	cellular_component	ribonucleoprotein complex	GO:0030529
1980904	9367	biological_process	mRNA metabolic process	GO:0016071
1980954	3727	molecular_function	protein binding	GO:0005515
1980972	21785	molecular_function	acylglycerol lipase activity	GO:0047372
1980977	6574	molecular_function	phosphatidylglycerophosphatase activity	GO:0008962
1981002	18135	molecular_function	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
1981002	18134	molecular_function	ATPase activity, coupled to transmembrane movement of ions	GO:0042625
1981002	18133	molecular_function	ATPase activity, uncoupled	GO:0042624
1981002	18132	molecular_function	ATPase activity, coupled	GO:0042623
1981002	10273	molecular_function	single-stranded DNA-dependent ATP-dependent DNA helicase activity	GO:0017116
1981002	10082	molecular_function	ATPase activity	GO:0016887
1981002	8800	molecular_function	protein-transmembrane transporting ATPase activity	GO:0015462
1981002	5860	molecular_function	RNA-dependent ATPase activity	GO:0008186
1981002	5778	molecular_function	DNA-dependent ATPase activity	GO:0008094
1981002	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1981002	2451	molecular_function	ATP-dependent RNA helicase activity	GO:0004004
1981002	2450	molecular_function	ATP-dependent DNA helicase activity	GO:0004003
1981002	3736	molecular_function	ATP binding	GO:0005524
1981002	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1981002	162	molecular_function	nucleotide binding	GO:0000166
1981002	9321	cellular_component	integral to membrane	GO:0016021
1981002	4927	biological_process	transport	GO:0006810
1981077	3081	molecular_function	non-membrane spanning protein tyrosine kinase activity	GO:0004715
1981077	3052	molecular_function	protein kinase CK2 activity	GO:0004682
1981077	4602	biological_process	protein amino acid phosphorylation	GO:0006468
1981077	3736	molecular_function	ATP binding	GO:0005524
1981077	3043	molecular_function	protein kinase activity	GO:0004672
1981077	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
1981083	9985	molecular_function	hydrolase activity	GO:0016787
1981083	5830	biological_process	metabolic process	GO:0008152
1981112	2854	molecular_function	L-lactate dehydrogenase (cytochrome) activity	GO:0004460
1981112	9710	molecular_function	oxidoreductase activity	GO:0016491
1981112	4283	biological_process	electron transport	GO:0006118
1981112	21336	molecular_function	transition metal ion binding	GO:0046914
1981112	12251	molecular_function	heme binding	GO:0020037
1981112	7744	molecular_function	FMN binding	GO:0010181
1981136	9366	biological_process	RNA metabolic process	GO:0016070
1981136	3727	molecular_function	protein binding	GO:0005515
1981136	3708	molecular_function	binding	GO:0005488
1981183	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
1981183	3737	molecular_function	GTP binding	GO:0005525
1981183	5250	biological_process	signal transduction	GO:0007165
1981183	5019	biological_process	nucleocytoplasmic transport	GO:0006913
1981183	4994	biological_process	intracellular protein transport	GO:0006886
1981183	3727	molecular_function	protein binding	GO:0005515
1981183	2378	molecular_function	GTPase activity	GO:0003924
1981183	3827	cellular_component	intracellular	GO:0005622
1981183	8400	biological_process	protein transport	GO:0015031
1981217	3827	cellular_component	intracellular	GO:0005622
1981217	2175	molecular_function	nucleic acid binding	GO:0003676
1981220	3827	cellular_component	intracellular	GO:0005622
1981220	2917	molecular_function	exonuclease activity	GO:0004527
1981220	2175	molecular_function	nucleic acid binding	GO:0003676
1981293	6110	molecular_function	X-Pro aminopeptidase activity	GO:0008451
1981293	5907	molecular_function	metalloexopeptidase activity	GO:0008235
1981293	4639	biological_process	proteolysis	GO:0006508
1981294	13025	cellular_component	clathrin adaptor complex	GO:0030131
1981294	9480	biological_process	vesicle-mediated transport	GO:0016192
1981294	6212	molecular_function	protein transporter activity	GO:0008565
1981294	4994	biological_process	intracellular protein transport	GO:0006886
1981294	4595	biological_process	protein complex assembly	GO:0006461
1981294	3727	molecular_function	protein binding	GO:0005515
1981294	4927	biological_process	transport	GO:0006810
1981298	3114	molecular_function	ribonucleoside-diphosphate reductase activity	GO:0004748
1981298	6791	biological_process	deoxyribonucleoside diphosphate metabolic process	GO:0009186
1981298	21336	molecular_function	transition metal ion binding	GO:0046914
1981298	9710	molecular_function	oxidoreductase activity	GO:0016491
1981309	21709	molecular_function	4-hydroxybenzoate nonaprenyltransferase activity	GO:0047293
1981309	9321	cellular_component	integral to membrane	GO:0016021
1981309	3032	molecular_function	prenyltransferase activity	GO:0004659
1981332	9320	cellular_component	membrane	GO:0016020
1981332	6276	biological_process	carbohydrate transport	GO:0008643
1981332	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1981332	9321	cellular_component	integral to membrane	GO:0016021
1981332	4927	biological_process	transport	GO:0006810
1981332	3546	molecular_function	transporter activity	GO:0005215
1981339	2216	molecular_function	RNA binding	GO:0003723
1981339	7550	molecular_function	pseudouridine synthase activity	GO:0009982
1981339	754	biological_process	pseudouridine synthesis	GO:0001522
1981360	22638	biological_process	vesicle fusion with Golgi apparatus	GO:0048280
1981360	4994	biological_process	intracellular protein transport	GO:0006886
1981360	3930	cellular_component	cytoplasm	GO:0005737
1981360	140	cellular_component	Golgi membrane	GO:0000139
1981360	9320	cellular_component	membrane	GO:0016020
1981360	6212	molecular_function	protein transporter activity	GO:0008565
1981360	3708	molecular_function	binding	GO:0005488
1981412	2634	molecular_function	saccharopepsin activity	GO:0004196
1981412	4639	biological_process	proteolysis	GO:0006508
1981412	2632	molecular_function	pepsin A activity	GO:0004194
1981427	2408	molecular_function	NAD(P)H dehydrogenase (quinone) activity	GO:0003955
1981427	9710	molecular_function	oxidoreductase activity	GO:0016491
1981427	7744	molecular_function	FMN binding	GO:0010181
1981427	9701	biological_process	negative regulation of transcription	GO:0016481
1981432	6945	cellular_component	ornithine carbamoyltransferase complex	GO:0009348
1981432	2961	molecular_function	ornithine carbamoyltransferase activity	GO:0004585
1981432	4650	biological_process	amino acid metabolic process	GO:0006520
1981432	9943	molecular_function	carboxyl- or carbamoyltransferase activity	GO:0016743
1981432	9805	molecular_function	amino acid binding	GO:0016597
1981470	21548	molecular_function	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	GO:0047131
1981470	21547	molecular_function	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity	GO:0047130
1981470	9710	molecular_function	oxidoreductase activity	GO:0016491
1981470	4283	biological_process	electron transport	GO:0006118
1981638	3708	molecular_function	binding	GO:0005488
1981713	13392	cellular_component	ribonucleoprotein complex	GO:0030529
1981713	9367	biological_process	mRNA metabolic process	GO:0016071
1981772	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1981772	3736	molecular_function	ATP binding	GO:0005524
1981772	2175	molecular_function	nucleic acid binding	GO:0003676
1981772	2792	molecular_function	helicase activity	GO:0004386
1981783	9977	molecular_function	nucleotidyltransferase activity	GO:0016779
1981783	4541	biological_process	RNA processing	GO:0006396
1981783	2216	molecular_function	RNA binding	GO:0003723
1981788	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
1981788	3737	molecular_function	GTP binding	GO:0005525
1981788	5250	biological_process	signal transduction	GO:0007165
1981788	5019	biological_process	nucleocytoplasmic transport	GO:0006913
1981788	4994	biological_process	intracellular protein transport	GO:0006886
1981788	3727	molecular_function	protein binding	GO:0005515
1981788	2378	molecular_function	GTPase activity	GO:0003924
1981788	3827	cellular_component	intracellular	GO:0005622
1981788	8400	biological_process	protein transport	GO:0015031
1981807	2526	molecular_function	branched-chain-amino-acid transaminase activity	GO:0004084
1981807	5830	biological_process	metabolic process	GO:0008152
1981807	2290	molecular_function	catalytic activity	GO:0003824
1981807	6690	biological_process	branched chain family amino acid metabolic process	GO:0009081
1981813	2175	molecular_function	nucleic acid binding	GO:0003676
1981813	5939	molecular_function	zinc ion binding	GO:0008270
1981813	4542	biological_process	mRNA processing	GO:0006397
1981876	5939	molecular_function	zinc ion binding	GO:0008270
1981876	3727	molecular_function	protein binding	GO:0005515
1981888	10015	molecular_function	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
1981888	9691	cellular_component	proton-transporting two-sector ATPase complex	GO:0016469
1981888	3736	molecular_function	ATP binding	GO:0005524
1981912	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1981912	2205	molecular_function	transcription elongation regulator activity	GO:0003711
1981912	4506	biological_process	regulation of transcription from RNA polymerase II promoter	GO:0006357
1981922	2730	molecular_function	multicopper ferroxidase iron transport mediator activity	GO:0004323
1981922	2729	molecular_function	ferroxidase activity	GO:0004322
1981989	3827	cellular_component	intracellular	GO:0005622
1981989	2175	molecular_function	nucleic acid binding	GO:0003676
1981989	5939	molecular_function	zinc ion binding	GO:0008270
1981994	3708	molecular_function	binding	GO:0005488
1982012	9321	cellular_component	integral to membrane	GO:0016021
1982097	5906	molecular_function	cysteine-type peptidase activity	GO:0008234
1982097	4639	biological_process	proteolysis	GO:0006508
1982115	2707	molecular_function	proteasome endopeptidase activity	GO:0004299
1982115	2706	molecular_function	threonine endopeptidase activity	GO:0004298
1982115	4642	biological_process	ubiquitin-dependent protein catabolic process	GO:0006511
1982115	4024	cellular_component	proteasome core complex	GO:0005839
1982128	4499	biological_process	transcription	GO:0006350
1982128	3838	cellular_component	nucleus	GO:0005634
1982128	2356	molecular_function	DNA-directed RNA polymerase activity	GO:0003899
1982128	2176	molecular_function	DNA binding	GO:0003677
1982137	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1982137	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1982137	3838	cellular_component	nucleus	GO:0005634
1982137	2196	molecular_function	transcription factor activity	GO:0003700
1982159	5939	molecular_function	zinc ion binding	GO:0008270
1982176	3128	molecular_function	sphingomyelin phosphodiesterase activity	GO:0004767
1982184	3736	molecular_function	ATP binding	GO:0005524
1982184	2792	molecular_function	helicase activity	GO:0004386
1982184	2175	molecular_function	nucleic acid binding	GO:0003676
1982184	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1982184	2216	molecular_function	RNA binding	GO:0003723
1982224	4263	biological_process	pentose-phosphate shunt	GO:0006098
1982224	2990	molecular_function	phosphogluconate dehydrogenase (decarboxylating) activity	GO:0004616
1982224	9710	molecular_function	oxidoreductase activity	GO:0016491
1982231	4263	biological_process	pentose-phosphate shunt	GO:0006098
1982231	2990	molecular_function	phosphogluconate dehydrogenase (decarboxylating) activity	GO:0004616
1982231	9710	molecular_function	oxidoreductase activity	GO:0016491
1982245	3708	molecular_function	binding	GO:0005488
1982252	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1982252	3838	cellular_component	nucleus	GO:0005634
1982286	9320	cellular_component	membrane	GO:0016020
1982296	9480	biological_process	vesicle-mediated transport	GO:0016192
1982296	5010	biological_process	vesicle docking during exocytosis	GO:0006904
1982334	10190	cellular_component	myosin phosphatase complex	GO:0017023
1982334	10187	molecular_function	myosin phosphatase regulator activity	GO:0017020
1982334	10186	molecular_function	myosin phosphatase activity	GO:0017018
1982334	6240	molecular_function	calcium-dependent protein serine/threonine phosphatase regulator activity	GO:0008597
1982334	6080	molecular_function	CTD phosphatase activity	GO:0008420
1982334	4132	cellular_component	magnesium-dependent protein serine/threonine phosphatase complex	GO:0005963
1982334	3090	molecular_function	magnesium-dependent protein serine/threonine phosphatase activity	GO:0004724
1982334	3089	molecular_function	calcium-dependent protein serine/threonine phosphatase activity	GO:0004723
1982334	3087	molecular_function	phosphoprotein phosphatase activity	GO:0004721
1982334	3827	cellular_component	intracellular	GO:0005622
1982334	3838	cellular_component	nucleus	GO:0005634
1982342	5939	molecular_function	zinc ion binding	GO:0008270
1982342	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1982342	3838	cellular_component	nucleus	GO:0005634
1982342	2196	molecular_function	transcription factor activity	GO:0003700
1982355	4994	biological_process	intracellular protein transport	GO:0006886
1982394	2770	molecular_function	glutathione transferase activity	GO:0004364
1982405	9821	molecular_function	oxidoreductase activity, acting on CH-OH group of donors	GO:0016614
1982405	4143	biological_process	carbohydrate metabolic process	GO:0005975
1982405	6928	cellular_component	glycerol-3-phosphate dehydrogenase complex	GO:0009331
1982405	4240	biological_process	glycerol-3-phosphate metabolic process	GO:0006072
1982405	2773	molecular_function	glycerol-3-phosphate dehydrogenase (NAD+) activity	GO:0004367
1982405	9710	molecular_function	oxidoreductase activity	GO:0016491
1982405	24535	molecular_function	NAD binding	GO:0051287
1982405	20607	biological_process	glycerol-3-phosphate catabolic process	GO:0046168
1982405	9823	molecular_function	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0016616
1982405	3930	cellular_component	cytoplasm	GO:0005737
1982412	10077	molecular_function	cyclo-ligase activity	GO:0016882
1982412	3015	molecular_function	phosphoribosylformylglycinamidine cyclo-ligase activity	GO:0004641
1982412	3011	molecular_function	phosphoribosylamine-glycine ligase activity	GO:0004637
1982412	6721	biological_process	purine base biosynthetic process	GO:0009113
1982412	2290	molecular_function	catalytic activity	GO:0003824
1982412	4351	biological_process	"'de novo' IMP biosynthetic process"	GO:0006189
1982412	3930	cellular_component	cytoplasm	GO:0005737
1982412	3736	molecular_function	ATP binding	GO:0005524
1982421	10005	molecular_function	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	GO:0016810
1982421	4924	biological_process	nitrogen compound metabolic process	GO:0006807
1982438	20381	biological_process	positive regulation of transcription	GO:0045941
1982438	3838	cellular_component	nucleus	GO:0005634
1982438	2207	molecular_function	transcription coactivator activity	GO:0003713
1982490	2216	molecular_function	RNA binding	GO:0003723
1982490	4541	biological_process	RNA processing	GO:0006396
1982490	3827	cellular_component	intracellular	GO:0005622
1982492	5939	molecular_function	zinc ion binding	GO:0008270
1982492	3838	cellular_component	nucleus	GO:0005634
1982492	2175	molecular_function	nucleic acid binding	GO:0003676
1982512	6110	molecular_function	X-Pro aminopeptidase activity	GO:0008451
1982512	8400	biological_process	protein transport	GO:0015031
1982512	5010	biological_process	vesicle docking during exocytosis	GO:0006904
1982512	144	cellular_component	exocyst	GO:0000145
1982519	3736	molecular_function	ATP binding	GO:0005524
1982519	2176	molecular_function	DNA binding	GO:0003677
1982519	2792	molecular_function	helicase activity	GO:0004386
1982519	2175	molecular_function	nucleic acid binding	GO:0003676
1982519	3838	cellular_component	nucleus	GO:0005634
1982526	4541	biological_process	RNA processing	GO:0006396
1982526	2915	molecular_function	ribonuclease III activity	GO:0004525
1982526	2216	molecular_function	RNA binding	GO:0003723
1982526	3827	cellular_component	intracellular	GO:0005622
1982533	3736	molecular_function	ATP binding	GO:0005524
1982533	2176	molecular_function	DNA binding	GO:0003677
1982533	2792	molecular_function	helicase activity	GO:0004386
1982533	2175	molecular_function	nucleic acid binding	GO:0003676
1982658	12251	molecular_function	heme binding	GO:0020037
1982658	6664	molecular_function	electron carrier activity	GO:0009055
1982658	4283	biological_process	electron transport	GO:0006118
1982658	3721	molecular_function	iron ion binding	GO:0005506
1982672	3838	cellular_component	nucleus	GO:0005634
1982672	2403	molecular_function	NAD+ ADP-ribosyltransferase activity	GO:0003950
1982679	6454	molecular_function	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	GO:0008835
1982679	6331	molecular_function	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	GO:0008703
1982694	9320	cellular_component	membrane	GO:0016020
1982694	4927	biological_process	transport	GO:0006810
1982694	3546	molecular_function	transporter activity	GO:0005215
1982864	9321	cellular_component	integral to membrane	GO:0016021
1982864	4934	biological_process	phosphate transport	GO:0006817
1982864	3614	molecular_function	inorganic phosphate transmembrane transporter activity	GO:0005315
1982864	4927	biological_process	transport	GO:0006810
1982864	3546	molecular_function	transporter activity	GO:0005215
1982864	9320	cellular_component	membrane	GO:0016020
1982879	10082	molecular_function	ATPase activity	GO:0016887
1982879	3736	molecular_function	ATP binding	GO:0005524
1982879	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1982879	162	molecular_function	nucleotide binding	GO:0000166
1982879	18135	molecular_function	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
1982879	9321	cellular_component	integral to membrane	GO:0016021
1982879	4927	biological_process	transport	GO:0006810
1982881	9985	molecular_function	hydrolase activity	GO:0016787
1982899	3737	molecular_function	GTP binding	GO:0005525
1982912	3727	molecular_function	protein binding	GO:0005515
1982916	5939	molecular_function	zinc ion binding	GO:0008270
1982916	2175	molecular_function	nucleic acid binding	GO:0003676
1982934	2175	molecular_function	nucleic acid binding	GO:0003676
1982934	5939	molecular_function	zinc ion binding	GO:0008270
1982979	4283	biological_process	electron transport	GO:0006118
1982979	3932	cellular_component	mitochondrial envelope	GO:0005740
1982979	2567	molecular_function	cytochrome-c oxidase activity	GO:0004129
1982979	5939	molecular_function	zinc ion binding	GO:0008270
1982979	3827	cellular_component	intracellular	GO:0005622
1982979	2175	molecular_function	nucleic acid binding	GO:0003676
1982993	9321	cellular_component	integral to membrane	GO:0016021
1983006	12251	molecular_function	heme binding	GO:0020037
1983006	4283	biological_process	electron transport	GO:0006118
1983006	3721	molecular_function	iron ion binding	GO:0005506
1983006	2888	molecular_function	monooxygenase activity	GO:0004497
1983083	3737	molecular_function	GTP binding	GO:0005525
1983083	2378	molecular_function	GTPase activity	GO:0003924
1983158	3207	molecular_function	uridine kinase activity	GO:0004849
1983158	9573	molecular_function	kinase activity	GO:0016301
1983158	5830	biological_process	metabolic process	GO:0008152
1983158	3736	molecular_function	ATP binding	GO:0005524
1983178	9320	cellular_component	membrane	GO:0016020
1983178	6276	biological_process	carbohydrate transport	GO:0008643
1983178	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
1983178	9321	cellular_component	integral to membrane	GO:0016021
1983178	4927	biological_process	transport	GO:0006810
1983178	3546	molecular_function	transporter activity	GO:0005215
1983313	23517	molecular_function	ribitol 2-dehydrogenase activity	GO:0050255
1983313	21971	molecular_function	3-dehydrosphinganine reductase activity	GO:0047560
1983313	9710	molecular_function	oxidoreductase activity	GO:0016491
1983313	5830	biological_process	metabolic process	GO:0008152
1983350	6664	molecular_function	electron carrier activity	GO:0009055
1983350	4283	biological_process	electron transport	GO:0006118
1983423	5939	molecular_function	zinc ion binding	GO:0008270
1983442	9321	cellular_component	integral to membrane	GO:0016021
1983442	8728	molecular_function	sodium:hydrogen antiporter activity	GO:0015385
1983442	4993	biological_process	regulation of pH	GO:0006885
1983442	4931	biological_process	sodium ion transport	GO:0006814
1983442	8649	molecular_function	solute:hydrogen antiporter activity	GO:0015299
1983449	11290	molecular_function	guanyl nucleotide binding	GO:0019001
1983449	5270	biological_process	G-protein coupled receptor protein signaling pathway	GO:0007186
1983449	3228	molecular_function	signal transducer activity	GO:0004871
1983449	5250	biological_process	signal transduction	GO:0007165
1983770	5939	molecular_function	zinc ion binding	GO:0008270
1983770	4639	biological_process	proteolysis	GO:0006508
1983770	2658	molecular_function	metalloendopeptidase activity	GO:0004222
1983770	21295	molecular_function	metal ion binding	GO:0046872
1983770	2290	molecular_function	catalytic activity	GO:0003824
1983773	2456	molecular_function	phospholipid-translocating ATPase activity	GO:0004012
1983773	9320	cellular_component	membrane	GO:0016020
1983773	8976	molecular_function	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
1983773	4927	biological_process	transport	GO:0006810
1983773	3736	molecular_function	ATP binding	GO:0005524
1983773	9321	cellular_component	integral to membrane	GO:0016021
1983773	9220	biological_process	phospholipid transport	GO:0015914
1983773	281	molecular_function	magnesium ion binding	GO:0000287
1983773	10015	molecular_function	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
1983837	5939	molecular_function	zinc ion binding	GO:0008270
1983909	3708	molecular_function	binding	GO:0005488
1983961	9321	cellular_component	integral to membrane	GO:0016021
1983961	4614	biological_process	C-terminal protein amino acid methylation	GO:0006481
1983961	3042	molecular_function	protein-S-isoprenylcysteine O-methyltransferase activity	GO:0004671
1983982	9321	cellular_component	integral to membrane	GO:0016021
1983982	4614	biological_process	C-terminal protein amino acid methylation	GO:0006481
1983982	3042	molecular_function	protein-S-isoprenylcysteine O-methyltransferase activity	GO:0004671
1984115	3708	molecular_function	binding	GO:0005488
1984128	4980	biological_process	lipid transport	GO:0006869
1984128	3617	molecular_function	lipid transporter activity	GO:0005319
1984128	3708	molecular_function	binding	GO:0005488
1984140	2175	molecular_function	nucleic acid binding	GO:0003676
1984144	5113	biological_process	microtubule-based movement	GO:0007018
1984144	4051	cellular_component	microtubule associated complex	GO:0005875
1984144	3736	molecular_function	ATP binding	GO:0005524
1984144	2244	molecular_function	microtubule motor activity	GO:0003777
1984189	2685	molecular_function	vacuolar carboxypeptidase Y	GO:0004258
1984189	2624	molecular_function	carboxypeptidase C activity	GO:0004186
1984189	4639	biological_process	proteolysis	GO:0006508
1984189	2623	molecular_function	serine carboxypeptidase activity	GO:0004185
1984292	3036	molecular_function	Rab-protein geranylgeranyltransferase activity	GO:0004663
1984292	2290	molecular_function	catalytic activity	GO:0003824
1984298	9320	cellular_component	membrane	GO:0016020
1984298	5991	molecular_function	cation transmembrane transporter activity	GO:0008324
1984298	4929	biological_process	cation transport	GO:0006812
1984311	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1984311	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
1984311	3838	cellular_component	nucleus	GO:0005634
1984311	2196	molecular_function	transcription factor activity	GO:0003700
1984316	4735	biological_process	protein import into nucleus	GO:0006606
1984316	3846	cellular_component	nuclear pore	GO:0005643
1984319	3727	molecular_function	protein binding	GO:0005515
1984327	12251	molecular_function	heme binding	GO:0020037
1984327	4283	biological_process	electron transport	GO:0006118
1984327	3721	molecular_function	iron ion binding	GO:0005506
1984327	2888	molecular_function	monooxygenase activity	GO:0004497
1984368	12251	molecular_function	heme binding	GO:0020037
1984368	4283	biological_process	electron transport	GO:0006118
1984368	3721	molecular_function	iron ion binding	GO:0005506
1984368	2888	molecular_function	monooxygenase activity	GO:0004497
1984384	12251	molecular_function	heme binding	GO:0020037
1984384	4283	biological_process	electron transport	GO:0006118
1984384	3721	molecular_function	iron ion binding	GO:0005506
1984384	2888	molecular_function	monooxygenase activity	GO:0004497
1984442	12251	molecular_function	heme binding	GO:0020037
1984442	4283	biological_process	electron transport	GO:0006118
1984442	3721	molecular_function	iron ion binding	GO:0005506
1984442	2888	molecular_function	monooxygenase activity	GO:0004497
1984457	6337	molecular_function	8-amino-7-oxononanoate synthase activity	GO:0008710
1984457	3007	molecular_function	phosphopantothenoylcysteine decarboxylase activity	GO:0004633
1984457	2290	molecular_function	catalytic activity	GO:0003824
1984574	5939	molecular_function	zinc ion binding	GO:0008270
1984574	3727	molecular_function	protein binding	GO:0005515
1984599	3727	molecular_function	protein binding	GO:0005515
1984617	2290	molecular_function	catalytic activity	GO:0003824
1984619	9940	molecular_function	transferase activity	GO:0016740
1984619	5830	biological_process	metabolic process	GO:0008152
1984625	3727	molecular_function	protein binding	GO:0005515
1984652	5939	molecular_function	zinc ion binding	GO:0008270
1984686	3114	molecular_function	ribonucleoside-diphosphate reductase activity	GO:0004748
1984686	4421	biological_process	DNA replication	GO:0006260
1984686	4139	cellular_component	ribonucleoside-diphosphate reductase complex	GO:0005971
1984686	3727	molecular_function	protein binding	GO:0005515
1984723	2342	molecular_function	AMP deaminase activity	GO:0003876
1984723	11509	molecular_function	deaminase activity	GO:0019239
1984723	6773	biological_process	purine ribonucleoside monophosphate biosynthetic process	GO:0009168
1984769	24372	molecular_function	glucan endo-1,3-alpha-glucosidase activity	GO:0051118
1984786	3736	molecular_function	ATP binding	GO:0005524
1984786	2792	molecular_function	helicase activity	GO:0004386
1984786	2175	molecular_function	nucleic acid binding	GO:0003676
1984786	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
1984786	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1984786	162	molecular_function	nucleotide binding	GO:0000166
1984828	19030	molecular_function	sequence-specific DNA binding	GO:0043565
1984828	3827	cellular_component	intracellular	GO:0005622
1984828	2176	molecular_function	DNA binding	GO:0003677
1984839	62	molecular_function	tRNA binding	GO:0000049
1984953	2175	molecular_function	nucleic acid binding	GO:0003676
1985346	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1985346	162	molecular_function	nucleotide binding	GO:0000166
1985346	3736	molecular_function	ATP binding	GO:0005524
1985351	5939	molecular_function	zinc ion binding	GO:0008270
1985351	3727	molecular_function	protein binding	GO:0005515
1985361	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
1985361	162	molecular_function	nucleotide binding	GO:0000166
1985361	3736	molecular_function	ATP binding	GO:0005524
1985372	3736	molecular_function	ATP binding	GO:0005524
1985372	2176	molecular_function	DNA binding	GO:0003677
1985372	2792	molecular_function	helicase activity	GO:0004386
1985372	2175	molecular_function	nucleic acid binding	GO:0003676
1985504	16888	molecular_function	RNA polymerase activity	GO:0034062
1985504	2359	molecular_function	DNA-directed RNA polymerase III activity	GO:0003902
1985504	2358	molecular_function	DNA-directed RNA polymerase II activity	GO:0003901
1985504	2357	molecular_function	DNA-directed RNA polymerase I activity	GO:0003900
1985504	2356	molecular_function	DNA-directed RNA polymerase activity	GO:0003899
