"ProteinID"	"GOTerm"
1986290	"GO:0006950"
1986417	"GO:0015031,GO:0007264,GO:0005525,GO:0006886,GO:0005622"
1986690	"GO:0006241,GO:0006228,GO:0006183,GO:0005524,GO:0004550"
1986713	"GO:0004300,GO:0008152,GO:0003824"
1986796	"GO:0046961,GO:0046933,GO:0016469,GO:0016020,GO:0015986,GO:0016021"
1986856	"GO:0004196,GO:0006508,GO:0004194,GO:0004190"
1986878	"GO:0016491,GO:0006118,GO:0010181"
1986893	"GO:0008152,GO:0003824"
1987142	"GO:0004081,GO:0003824"
1987583	"GO:0006468,GO:0005524,GO:0004674"
1987938	"GO:0018024,GO:0003676,GO:0005634"
1987963	"GO:0008236,GO:0006508"
1988034	"GO:0003676"
1988100	"GO:0008237,GO:0006508,GO:0046983,GO:0016787"
1988106	"GO:0016491,GO:0008152"
1988122	"GO:0003676"
1988145	"GO:0017111,GO:0000166"
1988163	"GO:0008270,GO:0005515"
1988223	"GO:0004419,GO:0031072"
1988230	"GO:0006355,GO:0005634,GO:0005507,GO:0003700,GO:0003677"
1988233	"GO:0006511,GO:0004221"
1988235	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
1988256	"GO:0003919,GO:0016740,GO:0008152"
1988313	"GO:0004021,GO:0030170,GO:0016769,GO:0009058"
1988344	"GO:0016020,GO:0015297,GO:0015238,GO:0006855"
1988358	"GO:0008408,GO:0006139,GO:0005622,GO:0003676"
1988372	"GO:0004419,GO:0003824"
1988437	"GO:0051536,GO:0009055,GO:0006118"
1988489	"GO:0047293,GO:0016021,GO:0004659,GO:0009058"
1988508	"GO:0046873,GO:0030001,GO:0016020"
1988555	"GO:0016887,GO:0005524,GO:0017111,GO:0000166,GO:0042626,GO:0016021,GO:0006810"
1988593	"GO:0048278,GO:0006887,GO:0005737"
1988603	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1988610	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1988646	"GO:0004174,GO:0006118"
1988664	"GO:0004401,GO:0003824,GO:0000105"
1988729	"GO:0045482"
1988835	"GO:0016763"
1989732	"GO:0006886,GO:0008270"
1989739	"GO:0034062,GO:0003902,GO:0003901,GO:0003900,GO:0003899,GO:0006366,GO:0005665,GO:0003677,GO:0006350"
1989785	"GO:0032312,GO:0008270,GO:0008060"
1989796	"GO:0045449,GO:0030528,GO:0008270,GO:0003676,GO:0006350,GO:0003899,GO:0003677"
1989901	"GO:0008270,GO:0006512,GO:0004842"
1989941	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1990324	"GO:0045449,GO:0016021,GO:0005634"
1990362	"GO:0008152,GO:0003824"
1990386	"GO:0005488"
1990403	"GO:0046961,GO:0046933,GO:0016469,GO:0015986"
1990405	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
1990408	"GO:0003824"
1990418	"GO:0016787,GO:0008152"
1990535	"GO:0004699,GO:0004698,GO:0004697,GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0007242,GO:0007165,GO:0005622"
1990558	"GO:0008152,GO:0008080"
1990568	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1990584	"GO:0017111,GO:0000166,GO:0005524"
1990595	"GO:0017111,GO:0000166,GO:0005524"
1990600	"GO:0004196,GO:0006508,GO:0004194,GO:0004190"
1990650	"GO:0045039,GO:0042719,GO:0006626"
1990653	"GO:0051920,GO:0016491,GO:0016209"
1990662	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1990690	"GO:0005634,GO:0003676"
1990704	"GO:0007242"
1990732	"GO:0016810"
1990744	"GO:0008138,GO:0006470,GO:0016791,GO:0016311"
1990758	"GO:0016021"
1990766	"GO:0016818,GO:0005634,GO:0004003,GO:0008026,GO:0006139,GO:0005524,GO:0003676,GO:0003677"
1990772	"GO:0007165,GO:0004871"
1990776	"GO:0008152,GO:0003824"
1990786	"GO:0003779"
1990807	"GO:0006259,GO:0005694,GO:0005524,GO:0051276,GO:0005515"
1990819	"GO:0008237,GO:0006508,GO:0046983,GO:0016787"
1990857	"GO:0008270,GO:0005515"
1990866	"GO:0016887,GO:0005524,GO:0017111,GO:0000166,GO:0042626,GO:0016021,GO:0006810"
1990890	"GO:0008270,GO:0005515"
1990932	"GO:0050262"
1990956	"GO:0008152,GO:0008080"
1991042	"GO:0006725,GO:0006118,GO:0004497"
1991149	"GO:0006098,GO:0004616,GO:0016491"
1991297	"GO:0005515"
1991318	"GO:0004475,GO:0016779,GO:0009058"
1991348	"GO:0006511,GO:0005622,GO:0004221"
1991352	"GO:0045449,GO:0016455,GO:0000119"
1991594	"GO:0003984,GO:0016597,GO:0008152,GO:0009082"
1991732	"GO:0008138,GO:0006470,GO:0016791,GO:0016311"
1991839	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1991842	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
1991866	"GO:0007264,GO:0005622,GO:0005525"
1991880	"GO:0005525,GO:0003924"
1991900	"GO:0051861,GO:0046836,GO:0017089,GO:0005737"
1991995	"GO:0043565,GO:0005622,GO:0003677"
1992003	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
1992048	"GO:0016804,GO:0005737"
1992057	"GO:0016804,GO:0005737"
1993115	"GO:0045449,GO:0005634,GO:0003677"
1993489	"GO:0008270,GO:0005515"
1993530	"GO:0008270,GO:0005515"
1993568	"GO:0008237,GO:0006508,GO:0046983,GO:0016787"
1993592	"GO:0051056,GO:0005622,GO:0005085,GO:0007264"
1993606	"GO:0003779,GO:0005509"
1993615	"GO:0008152,GO:0003824"
1993619	"GO:0007165,GO:0004871"
1993623	"GO:0016818,GO:0005634,GO:0004003,GO:0008026,GO:0006139,GO:0005524,GO:0003676,GO:0003677"
1993634	"GO:0016021"
1993649	"GO:0008138,GO:0006470,GO:0016791,GO:0016311"
1993660	"GO:0016810"
1993682	"GO:0007242"
1993700	"GO:0005634,GO:0003676"
1993727	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1993730	"GO:0005515"
1993738	"GO:0051920,GO:0016491,GO:0016209"
1993739	"GO:0045039,GO:0042719,GO:0006626"
1993781	"GO:0004196,GO:0006508,GO:0004194,GO:0004190"
1993818	"GO:0008152,GO:0008080"
1993833	"GO:0004699,GO:0004698,GO:0004697,GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0007242,GO:0007165,GO:0005622"
1993934	"GO:0008270,GO:0005515"
1993994	"GO:0016629,GO:0016491,GO:0010181"
1994096	"GO:0032313,GO:0005622,GO:0005097"
1994149	"GO:0045449,GO:0030528,GO:0005634"
1994199	"GO:0003676"
1994256	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
1994280	"GO:0003939,GO:0016491,GO:0008270"
1994315	"GO:0008152"
1994331	"GO:0008831,GO:0004515,GO:0048270,GO:0048269,GO:0004478,GO:0000309"
1994336	"GO:0016020,GO:0015931,GO:0015205"
1994393	"GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0003723"
1994449	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
1994627	"GO:0007186,GO:0005834,GO:0004871"
1994628	"GO:0045454,GO:0015035,GO:0009055,GO:0006662"
1994637	"GO:0004438,GO:0046839,GO:0004437,GO:0016791,GO:0016311,GO:0004725"
1994645	"GO:0048270,GO:0048269,GO:0004478,GO:0006730,GO:0005524"
1994646	"GO:0004044,GO:0008152,GO:0009116,GO:0009113"
1994651	"GO:0005525,GO:0003924"
1994660	"GO:0004834,GO:0030170,GO:0008152,GO:0003824,GO:0006568"
1994663	"GO:0004526,GO:0008033,GO:0004540,GO:0003824"
1994674	"GO:0046936,GO:0004000,GO:0019239,GO:0009168"
1994700	"GO:0042254,GO:0030529"
1994712	"GO:0004113,GO:0016070,GO:0005622,GO:0003824,GO:0004112"
1994755	"GO:0017111,GO:0000166,GO:0005524"
1994776	"GO:0003954,GO:0050660,GO:0016491,GO:0005509"
1994804	"GO:0003852,GO:0003824,GO:0046912,GO:0019752,GO:0009098"
1994829	"GO:0016538,GO:0007049"
1994840	"GO:0004231,GO:0006508,GO:0004222,GO:0008270,GO:0046872,GO:0003824"
1994869	"GO:0006118,GO:0004601"
1994877	"GO:0003676,GO:0006260,GO:0005634,GO:0003677"
1994886	"GO:0033754,GO:0020037"
1994895	"GO:0005515"
1994963	"GO:0006118,GO:0003995,GO:0016627,GO:0008152,GO:0050660"
1995006	"GO:0032115"
1995070	"GO:0046961,GO:0046933,GO:0045259,GO:0003936,GO:0003844,GO:0016469,GO:0015078,GO:0017111,GO:0000166,GO:0015986,GO:0016021,GO:0008553,GO:0006754"
1995114	"GO:0009349,GO:0009231,GO:0004746"
1995143	"GO:0005737,GO:0005634,GO:0005525"
1995158	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
1995163	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
1995173	"GO:0031957,GO:0031956,GO:0031955,GO:0015645,GO:0004467,GO:0008152,GO:0003824"
1995213	"GO:0008137,GO:0003954,GO:0051287,GO:0016491,GO:0006118"
1995222	"GO:0006355,GO:0005634,GO:0003700"
1995242	"GO:0006512,GO:0006464,GO:0005622,GO:0004842,GO:0005515"
1995308	"GO:0008168,GO:0008152"
1995368	"GO:0004550,GO:0006241,GO:0006228,GO:0006183,GO:0005524"
1995388	"GO:0006260,GO:0005634,GO:0003887,GO:0003677"
1995432	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1995443	"GO:0042781,GO:0016787"
1995458	"GO:0050321,GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
1995475	"GO:0016491,GO:0008198,GO:0006725,GO:0006118"
1995486	"GO:0008137,GO:0006118,GO:0005739"
1995490	"GO:0005622,GO:0003676,GO:0008270"
1995975	"GO:0004084,GO:0008152,GO:0003824,GO:0009081"
1995985	"GO:0009021"
1996016	"GO:0033237,GO:0003845,GO:0016491,GO:0008152"
1996035	"GO:0051082,GO:0016272,GO:0006457"
1997232	"GO:0004682,GO:0006468,GO:0005524,GO:0004672"
1997318	"GO:0004644,GO:0008168,GO:0016742,GO:0009058,GO:0006189"
1997741	"GO:0003993"
1997757	"GO:0006164,GO:0005525,GO:0004019"
1997769	"GO:0050040,GO:0016491,GO:0006118,GO:0010181"
1997780	"GO:0008152,GO:0003824"
1997900	"GO:0017086,GO:0003863,GO:0008152,GO:0003824"
1998119	"GO:0004567,GO:0004332,GO:0008270,GO:0006096"
1998547	"GO:0004567,GO:0004332,GO:0008270,GO:0006096"
1998584	"GO:0016887,GO:0005524,GO:0017111,GO:0000166,GO:0042626,GO:0016021,GO:0006810"
1998593	"GO:0004638,GO:0009320,GO:0006189,GO:0005524,GO:0003824"
1998599	"GO:0007165"
1998881	"GO:0016804,GO:0005737"
1998892	"GO:0004845"
1998928	"GO:0050381,GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1998967	"GO:0016021"
1999084	"GO:0006350,GO:0003899,GO:0003677"
1999094	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
1999150	"GO:0004682"
1999161	"GO:0004609,GO:0005509,GO:0008654"
1999254	"GO:0051287,GO:0016616,GO:0008152,GO:0048037"
1999990	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2000073	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2000076	"GO:0005622,GO:0003676"
2000123	"GO:0005524,GO:0004386,GO:0003676,GO:0008026,GO:0006310"
2000142	"GO:0017000,GO:0016491,GO:0005737"
2000157	"GO:0004784,GO:0046872,GO:0006801"
2000165	"GO:0016651,GO:0006118"
2000214	"GO:0003938,GO:0003824"
2000226	"GO:0016491,GO:0006118"
2000234	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2000259	"GO:0006512,GO:0006464,GO:0005622,GO:0004842,GO:0005515"
2000312	"GO:0042027,GO:0030051,GO:0004600,GO:0003755,GO:0006457"
2000329	"GO:0008152,GO:0003824"
2000337	"GO:0045449,GO:0030528,GO:0005634"
2000342	"GO:0034061,GO:0003887,GO:0006260,GO:0003677,GO:0003824"
2000361	"GO:0008270"
2000375	"GO:0004352,GO:0016491,GO:0006520"
2000540	"GO:0016491,GO:0008152"
2000680	"GO:0009000,GO:0008152"
2000730	"GO:0017087,GO:0004240,GO:0006508,GO:0004222,GO:0008270,GO:0046872,GO:0003824"
2000732	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2000772	"GO:0046907"
2001243	"GO:0004326,GO:0009058,GO:0005524"
2001258	"GO:0008152,GO:0008080"
2001319	"GO:0003904,GO:0006281,GO:0003913"
2001333	"GO:0004590,GO:0006207,GO:0008152,GO:0003824"
2001356	"GO:0004671,GO:0016021,GO:0006481"
2001371	"GO:0046526,GO:0003939,GO:0016491,GO:0008270"
2001382	"GO:0003871,GO:0009086,GO:0008652,GO:0008270"
2001401	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2001412	"GO:0034061,GO:0003887,GO:0006260,GO:0005634,GO:0003677"
2001425	"GO:0051205,GO:0016021"
2001429	"GO:0006810"
2001435	"GO:0005622,GO:0004527,GO:0003676"
2001438	"GO:0050291,GO:0016021"
2001446	"GO:0003676"
2001480	"GO:0004449,GO:0004448,GO:0006099,GO:0005739"
2001484	"GO:0004739,GO:0008152,GO:0003824"
2001488	"GO:0004636,GO:0004635,GO:0004399,GO:0000105,GO:0051287,GO:0008270,GO:0016491,GO:0008152"
2001498	"GO:0005509"
2001509	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2001531	"GO:0004449,GO:0004448,GO:0006099,GO:0005739"
2001560	"GO:0015031"
2001571	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2001577	"GO:0003676"
2001590	"GO:0003756,GO:0016853,GO:0005783"
2001629	"GO:0006629,GO:0008152"
2001672	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
2001677	"GO:0030529,GO:0016071"
2001679	"GO:0035091,GO:0007154,GO:0005515"
2001775	"GO:0004099,GO:0016810,GO:0005975,GO:0003824"
2001778	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2001802	"GO:0004196,GO:0004192,GO:0006508,GO:0004194,GO:0004190"
2001811	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2001825	"GO:0008270,GO:0005622,GO:0003676"
2001865	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0046872,GO:0030001,GO:0016820"
2001868	"GO:0005815,GO:0000922,GO:0000226"
2001887	"GO:0007264,GO:0005622,GO:0005099,GO:0051056,GO:0005096,GO:0007165"
2001921	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2001925	"GO:0016810,GO:0005975,GO:0003824"
2001959	"GO:0016491,GO:0008152"
2001966	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2001968	"GO:0016740,GO:0015934,GO:0006412,GO:0003735,GO:0003723"
2001971	"GO:0017111,GO:0000166,GO:0005634,GO:0005524,GO:0003678"
2002020	"GO:0006007,GO:0004619,GO:0046872,GO:0003824,GO:0030145,GO:0005737"
2002063	"GO:0005524"
2002124	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2002145	"GO:0008152,GO:0003824"
2002165	"GO:0045454,GO:0015035,GO:0009055"
2002186	"GO:0032040,GO:0006364"
2002287	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2002377	"GO:0004307,GO:0016780,GO:0016020,GO:0008654"
2002417	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2002741	"GO:0035091,GO:0007154,GO:0005515"
2002806	"GO:0008270,GO:0005622,GO:0003676"
2003156	"GO:0045449,GO:0030528,GO:0005634"
2003161	"GO:0033946,GO:0008810,GO:0000272"
2003167	"GO:0035023,GO:0005622,GO:0005089,GO:0008270"
2003198	"GO:0051246,GO:0043687,GO:0019787"
2003240	"GO:0051246,GO:0043687,GO:0019787"
2004352	"GO:0033919"
2004440	"GO:0046873,GO:0030001,GO:0016020"
2004457	"GO:0004683,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2004483	"GO:0004850,GO:0009116,GO:0003824"
2004513	"GO:0003991,GO:0003942,GO:0051287,GO:0016620,GO:0006520,GO:0005737,GO:0006526,GO:0008652,GO:0005739"
2004520	"GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721,GO:0016787"
2004522	"GO:0006511,GO:0005515"
2004524	"GO:0051246,GO:0043687,GO:0019787"
2004619	"GO:0032313,GO:0005622,GO:0005097"
2004652	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0008270,GO:0005622,GO:0003676,GO:0004713"
2004660	"GO:0006468,GO:0005524,GO:0004672,GO:0008270,GO:0005622,GO:0003676,GO:0004713"
2004958	"GO:0006464"
2005157	"GO:0016021,GO:0009003,GO:0006465,GO:0005792,GO:0005787"
2005244	"GO:0005622,GO:0017111,GO:0000166,GO:0005524,GO:0006260,GO:0005634,GO:0003677,GO:0005663,GO:0003689"
2005270	"GO:0003824"
2005271	"GO:0008422,GO:0005975,GO:0004553"
2005362	"GO:0033885,GO:0004301"
2005646	"GO:0004437"
2006139	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2006244	"GO:0031072"
2006250	"GO:0003824"
2006275	"GO:0016787,GO:0008152"
2006277	"GO:0008270,GO:0005622,GO:0003676"
2006281	"GO:0006284,GO:0006281,GO:0003824"
2006334	"GO:0017111,GO:0000166,GO:0005515,GO:0008094,GO:0007131,GO:0005634,GO:0005524,GO:0003677"
2006341	"GO:0033897,GO:0004521,GO:0003723"
2006353	"GO:0006351,GO:0003899,GO:0003677"
2006465	"GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006434,GO:0004828"
2006515	"GO:0005622,GO:0003723"
2006538	"GO:0006511,GO:0004221,GO:0008270"
2006546	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2006586	"GO:0000285,GO:0044267,GO:0005524,GO:0005515,GO:0046488,GO:0016307,GO:0008270"
2006596	"GO:0051082,GO:0007021,GO:0005874"
2006712	"GO:0008270,GO:0005622"
2006744	"GO:0016192,GO:0006904"
2006747	"GO:0004622,GO:0046470,GO:0005789,GO:0006629,GO:0008152"
2006788	"GO:0007264,GO:0005525,GO:0007165,GO:0006913,GO:0006886,GO:0005515,GO:0003924,GO:0005622,GO:0015031"
2006819	"GO:0008270,GO:0005515"
2006842	"GO:0046961,GO:0046933,GO:0016469,GO:0015986"
2006851	"GO:0005488"
2006859	"GO:0005509"
2006942	"GO:0030117,GO:0016192,GO:0006886,GO:0006461,GO:0005515,GO:0005488"
2006985	"GO:0016491,GO:0010181"
2006992	"GO:0016021,GO:0006481,GO:0004671"
2007065	"GO:0019909,GO:0004741,GO:0003824"
2007091	"GO:0016887,GO:0005524,GO:0017111,GO:0000166"
2007204	"GO:0004194,GO:0004193,GO:0004192,GO:0006508,GO:0004190"
2007222	"GO:0016491,GO:0008152"
2007302	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2007303	"GO:0005524,GO:0004386,GO:0003676"
2007357	"GO:0008324,GO:0006812"
2007464	"GO:0004806,GO:0006629"
2007489	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2007589	"GO:0045132,GO:0005634,GO:0000775"
2007616	"GO:0051536,GO:0016226,GO:0005198"
2007668	"GO:0004609,GO:0008654"
2007779	"GO:0006468,GO:0005524,GO:0004713"
2007788	"GO:0004788,GO:0016787"
2007794	"GO:0005525"
2007996	"GO:0004316,GO:0016491,GO:0008152"
2008021	"GO:0003676"
2008028	"GO:0003676"
2008050	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2008148	"GO:0003871,GO:0009086"
2008263	"GO:0016491,GO:0008152"
2008328	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2008367	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2008583	"GO:0005622"
2008739	"GO:0033919"
2008954	"GO:0003677"
2010074	"GO:0016231,GO:0004563"
2010233	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2010236	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2010243	"GO:0043565,GO:0005622,GO:0003677"
2010393	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2010555	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2011710	"GO:0004069,GO:0030170,GO:0009058,GO:0003824,GO:0016769"
2011738	"GO:0005815,GO:0000922,GO:0000226"
2011795	"GO:0016986,GO:0006352,GO:0005669"
2011798	"GO:0042254,GO:0005634"
2012036	"GO:0005488"
2013349	"GO:0050660,GO:0016614,GO:0006066"
2013366	"GO:0031957,GO:0031956,GO:0031955,GO:0015645,GO:0004467,GO:0008152,GO:0003824"
2013401	"GO:0050660,GO:0016614,GO:0006066"
2015242	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2015680	"GO:0006457,GO:0003755"
2015697	"GO:0016020,GO:0015171,GO:0006865,GO:0016021,GO:0006810"
2015715	"GO:0046557,GO:0005975,GO:0004553"
2015737	"GO:0005524,GO:0017111,GO:0000166,GO:0016787,GO:0005488"
2015836	"GO:0050567,GO:0050566,GO:0016884"
2015846	"GO:0035023,GO:0005622,GO:0005089,GO:0005083"
2015908	"GO:0005622,GO:0003676"
2015931	"GO:0003846"
2016275	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2016277	"GO:0016491,GO:0005507"
2016282	"GO:0008447,GO:0016491,GO:0005507"
2016290	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2016310	"GO:0051861,GO:0046836,GO:0017089,GO:0005737"
2017387	"GO:0016491,GO:0008152"
2017490	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2017492	"GO:0046914,GO:0020037,GO:0006118,GO:0003995,GO:0016627,GO:0008152,GO:0050660"
2017540	"GO:0016491,GO:0008152"
2017544	"GO:0005622,GO:0003676"
2017587	"GO:0046914,GO:0020037,GO:0006118,GO:0003995,GO:0016627,GO:0008152,GO:0050660"
2017618	"GO:0016491,GO:0008152"
2017640	"GO:0045449,GO:0030528,GO:0008270,GO:0005634"
2017671	"GO:0008168,GO:0005737"
2017678	"GO:0007165,GO:0004871,GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2017688	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2017727	"GO:0003872,GO:0006096,GO:0005945,GO:0005737"
2017733	"GO:0006355,GO:0003700,GO:0003677"
2017764	"GO:0016846,GO:0008152"
2017931	"GO:0003676"
2018086	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2018176	"GO:0016070,GO:0005515,GO:0005488"
2018193	"GO:0016491,GO:0008152"
2018213	"GO:0008168,GO:0008152"
2018237	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2018255	"GO:0000062"
2018288	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2018379	"GO:0008812,GO:0050660,GO:0016614,GO:0006066"
2018393	"GO:0008270"
2018404	"GO:0033754,GO:0020037"
2018410	"GO:0008270"
2018426	"GO:0004141,GO:0004015"
2018435	"GO:0016303,GO:0015073,GO:0015072,GO:0016773,GO:0004428,GO:0048015,GO:0046854,GO:0005942,GO:0005488"
2018457	"GO:0008270,GO:0005622,GO:0003676"
2018513	"GO:0006367,GO:0005674,GO:0005524,GO:0003702,GO:0003824"
2018527	"GO:0004364"
2018578	"GO:0004092"
2018580	"GO:0016887,GO:0005524,GO:0017111,GO:0000166"
2018597	"GO:0050362,GO:0030170,GO:0016769,GO:0009058"
2018614	"GO:0004832,GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006438"
2018621	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2018644	"GO:0005515"
2018661	"GO:0003824"
2018683	"GO:0005525"
2018697	"GO:0004682,GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2018710	"GO:0016787"
2018959	"GO:0004748,GO:0009186,GO:0046914,GO:0016491"
2021034	"GO:0016787"
2021305	"GO:0004108,GO:0046912,GO:0044262"
2021334	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2021454	"GO:0008106,GO:0016491,GO:0008270"
2022441	"GO:0008565,GO:0006886,GO:0005737,GO:0005643,GO:0005634,GO:0000059,GO:0005488"
2023114	"GO:0008236,GO:0006508"
2023148	"GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721,GO:0003824"
2023151	"GO:0017039,GO:0006508,GO:0005737"
2023166	"GO:0006725,GO:0006118,GO:0004497"
2023188	"GO:0006725,GO:0006118,GO:0004497"
2023226	"GO:0016985,GO:0005975,GO:0004553"
2023268	"GO:0051087,GO:0042803,GO:0006457,GO:0000774,GO:0005515"
2023288	"GO:0004515,GO:0000309,GO:0009058,GO:0003824,GO:0016779,GO:0009435"
2023290	"GO:0016021,GO:0004659"
2023297	"GO:0016021"
2023303	"GO:0042132,GO:0042578,GO:0005975"
2023306	"GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2023319	"GO:0031227,GO:0016788,GO:0006886,GO:0006505"
2023327	"GO:0008270,GO:0003676"
2023370	"GO:0004430,GO:0016773"
2023399	"GO:0030176,GO:0009059"
2023403	"GO:0007242"
2023412	"GO:0042027,GO:0030051,GO:0004600,GO:0003755,GO:0003676"
2023430	"GO:0046872,GO:0030001"
2023432	"GO:0050660,GO:0016491,GO:0016021,GO:0006118,GO:0005506"
2023437	"GO:0006388,GO:0000214,GO:0000213"
2023449	"GO:0004709,GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2023466	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2023508	"GO:0008168,GO:0008152"
2023550	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2023552	"GO:0050658,GO:0006913,GO:0005643"
2024610	"GO:0008270,GO:0003676"
2025603	"GO:0042736,GO:0008152,GO:0003951"
2025673	"GO:0008270"
2025684	"GO:0016020,GO:0007242"
2025695	"GO:0016887,GO:0005524,GO:0017111,GO:0000166,GO:0042626,GO:0016021,GO:0006810"
2025794	"GO:0010309,GO:0010308"
2025949	"GO:0008171"
2026003	"GO:0008270,GO:0005515"
2026011	"GO:0006659"
2026255	"GO:0016021,GO:0006810,GO:0005215"
2026351	"GO:0008967,GO:0008152"
2026353	"GO:0004727,GO:0004725,GO:0003993"
2026390	"GO:0004382,GO:0016787"
2026523	"GO:0005525"
2026596	"GO:0005515"
2026598	"GO:0008270"
2026616	"GO:0007165,GO:0004871"
2026629	"GO:0016810,GO:0006807"
2026902	"GO:0003883,GO:0006221"
2026992	"GO:0007264,GO:0005622,GO:0005525"
2027053	"GO:0016021,GO:0006810,GO:0005215"
2027090	"GO:0008810,GO:0005975,GO:0004553"
2027098	"GO:0004400,GO:0016740,GO:0008152,GO:0030170,GO:0016769,GO:0009058,GO:0000105"
2027099	"GO:0006511,GO:0004221"
2029337	"GO:0004262,GO:0043086,GO:0042802,GO:0004289"
2029826	"GO:0006464"
2029896	"GO:0047964,GO:0051287,GO:0016616,GO:0008152,GO:0048037"
2029928	"GO:0016439,GO:0008033,GO:0001522,GO:0000049"
2029949	"GO:0004196,GO:0006508,GO:0004194,GO:0004190"
2029993	"GO:0005515"
2030148	"GO:0046027,GO:0006629,GO:0004607"
2030155	"GO:0008936,GO:0008152,GO:0003824"
2030784	"GO:0005634,GO:0003677"
2030785	"GO:0005634,GO:0003677"
2031916	"GO:0006750,GO:0004357"
2031921	"GO:0006914"
2032076	"GO:0008798,GO:0004067,GO:0006516"
